Samples	Class	1,2-anhydro-myo-inositol	1-hexadecanol	2-hydroxyglutaric acid	2-isopropylmalic acid	2-ketoisocaproic acid	3,6-anhydrogalactose	3-hydroxy-3-methylglutaric acid	4-hydroxyproline	alanine	alpha ketoglutaric acid	arabinose	arabitol	arachidic acid	asparagine	aspartic acid	behenic acid	benzoic acid	beta alanine	butyl stearate	caffeic acid	cellobiose	cis-caffeic acid	citramalate	citric acid	citrulline	conduritol-beta-epoxide	cysteine	dehydroascorbate	erythritol	fructose	fucose	GABA	galactinol	galactonic acid	galactose	galacturonic acid	glucoheptulose	gluconic acid	glucose	glucuronic acid	glutamic acid	glyceric acid	glycerol	glycerol-3-galactoside NIST	glycerol-alpha-phosphate	glycine	guanine	heptadecanoic acid	homoserine	indole-3-lactate	inositol myo-	inulobiose	isocitric acid	isogalactinol	isoleucine	isothreonic acid	lactic acid	Lauric acid	leucine	lysine	lyxitol	malate	maleic acid	maltose	mannitol	melibiose	methionine	N-acetyl-D-hexosamine	N-acetyl-D-mannosamine	nicotianamine	octadecanol	Oleic acid	ornithine	oxoproline	palmitic acid	pelargonic acid	phenylalanine	pipecolic acid	proline	pseudo uridine	putrescine	quinic acid	ribonic acid	ribose	saccharopine	serine	shikimic acid	sophorose	sorbitol	spermidine	Stearic acid	suberyl glycine	succinic acid	talose	tartaric acid	threitol	threonic acid	threonine	trehalose	tryptophan	tyrosine	uracil	urea	uridine	valine	xanthine	xylitol	xylose
421611	White wine type and source:Riesling, Finger Lakes, NY 2004	39650.00	560.00	31615.00	2007.00	664.00	5100.00	1430.00	10340.00	247843.00	1002.00	102742.00	3209.00	846.00	13977.00	36619.00	1528.00	5466.00	1739.00	858.00	4201.00	11359.00	2476.00	12554.00	42357.00	4908.00	13904.00	2826.00	5533.00	34740.00	506462.00	13009.00	127341.00	1561.00	986.00	50170.00	273663.00	1977.00	7349.00	79777.00	2203.00	16072.00	3931.00	509340.00	25921.00	1550.00	66243.00	378.00	2261.00	2325.00	1640.00	311941.00	892.00	4969.00	1826.00	15775.00	2089.00	1921265.00	38960.00	44949.00	30510.00	3712.00	188665.00	46671.00	4326.00	188446.00	7581.00	3182.00	10320.00	9666.00	314.00	374.00	106.00	53172.00	265018.00	4672.00	8347.00	17596.00	6483.00	382850.00	851.00	6199.00	2264.00	1947.00	7208.00	217.00	20520.00	93286.00	4533.00	46254.00	1413.00	33838.00	1539.00	485578.00	1173222.00	469844.00	3992.00	3670.00	13324.00	6557.00	1981.00	29065.00	5658.00	4061.00	122.00	42526.00	680.00	1341.00	23095.00
421615	White wine type and source:Riesling, Finger Lakes, NY 2004	22163.00	1071.00	28875.00	1521.00	625.00	4672.00	1879.00	11509.00	204506.00	1239.00	80318.00	3084.00	1998.00	12186.00	30231.00	2230.00	8094.00	2458.00	3652.00	3390.00	12534.00	3156.00	10661.00	35719.00	6686.00	11236.00	74.00	4579.00	27416.00	404991.00	10416.00	107604.00	2134.00	5417.00	322697.00	231074.00	1835.00	5936.00	955780.00	1737.00	13338.00	3849.00	777675.00	24664.00	1967.00	55240.00	313.00	2565.00	2063.00	1560.00	255575.00	903.00	4581.00	2204.00	14627.00	1659.00	1226162.00	5765.00	38192.00	27814.00	3168.00	170057.00	57444.00	4562.00	119619.00	8924.00	2610.00	3539.00	8742.00	275.00	295.00	358.00	31979.00	223010.00	12541.00	19226.00	13784.00	5509.00	275116.00	1449.00	7995.00	1851.00	1568.00	6064.00	319.00	20478.00	78414.00	5352.00	33076.00	1254.00	138272.00	748.00	459948.00	524804.00	382937.00	3654.00	3019.00	11794.00	7170.00	1960.00	26052.00	9770.00	2071.00	80.00	39403.00	677.00	686.00	14959.00
421619	White wine type and source:Riesling, Finger Lakes, NY 2004	32102.00	2488.00	26767.00	1436.00	808.00	4514.00	1866.00	10457.00	223441.00	951.00	81705.00	2032.00	1595.00	9953.00	32523.00	1368.00	6679.00	935.00	2307.00	2514.00	8633.00	2430.00	9450.00	33624.00	5309.00	10173.00	618.00	4307.00	22445.00	547460.00	8665.00	104974.00	1330.00	690.00	471350.00	209602.00	1512.00	5581.00	194230.00	1753.00	12239.00	3268.00	1031518.00	18655.00	868.00	51296.00	309.00	1504.00	1700.00	1063.00	238597.00	710.00	3450.00	1325.00	12324.00	1684.00	1566184.00	6071.00	38502.00	24501.00	2282.00	169335.00	42843.00	3037.00	154878.00	5841.00	2805.00	8004.00	6874.00	323.00	1133.00	386.00	44488.00	180002.00	11165.00	13926.00	14564.00	5033.00	346550.00	1286.00	3711.00	1681.00	1363.00	5621.00	273.00	15951.00	71529.00	3161.00	33755.00	1313.00	73496.00	1235.00	373234.00	399453.00	362528.00	3237.00	2873.00	10164.00	4097.00	1549.00	23581.00	6960.00	1385.00	151.00	33692.00	492.00	824.00	16461.00
421624	White wine type and source:Sauvignon Blanc, Lake County, CA 2001	14977.00	2961.00	97242.00	7876.00	262.00	4216.00	2135.00	7875.00	118912.00	3254.00	75146.00	3919.00	1824.00	8069.00	22177.00	2640.00	4994.00	7155.00	6789.00	958.00	11653.00	839.00	11247.00	144644.00	10123.00	40747.00	2268.00	13515.00	52324.00	368819.00	20939.00	199191.00	2135.00	2632.00	525243.00	161772.00	3182.00	2793.00	855162.00	1189.00	5117.00	6804.00	930896.00	14895.00	1281.00	53559.00	320.00	1989.00	3232.00	703.00	352625.00	1191.00	7674.00	3988.00	14063.00	2969.00	209261.00	8105.00	46662.00	32671.00	2626.00	198722.00	82255.00	10744.00	114869.00	9027.00	3592.00	10612.00	8961.00	299.00	1871.00	272.00	61420.00	125009.00	15273.00	17015.00	11688.00	15474.00	1185007.00	424.00	45509.00	2550.00	2283.00	8440.00	114.00	12650.00	23587.00	10259.00	124608.00	588.00	99132.00	1634.00	892346.00	23224.00	566348.00	13132.00	8896.00	8136.00	21936.00	214.00	22126.00	10231.00	2866.00	90.00	28040.00	478.00	5021.00	18728.00
421628	White wine type and source:Sauvignon Blanc, Lake County, CA 2001	16676.00	0	106516.00	9719.00	0	5154.00	0	0	144918.00	3207.00	128107.00	2965.00	0	0	20536.00	2065.00	5348.00	8095.00	0	0	16198.00	0	12483.00	157836.00	7711.00	51866.00	0	15232.00	68043.00	545699.00	24705.00	253051.00	0	0	56731.00	219741.00	3220.00	2929.00	0	1308.00	7929.00	5960.00	698778.00	0	0	64181.00	0	0	2548.00	798.00	487747.00	1481.00	8231.00	5784.00	14863.00	3114.00	281272.00	8121.00	53278.00	36941.00	3285.00	309991.00	40176.00	0	95050.00	5887.00	3523.00	14963.00	10708.00	0	583.00	81.00	60283.00	126504.00	14306.00	13985.00	13341.00	16747.00	1216880.00	0	56620.00	3175.00	2379.00	9382.00	0	11867.00	26275.00	16811.00	182480.00	0	82279.00	0	1052778.00	0	617448.00	15949.00	9726.00	8638.00	28917.00	0	23925.00	0	5825.00	0	32503.00	0	5623.00	23403.00
421632	White wine type and source:Sauvignon Blanc, Lake County, CA 2001	14014.00	0	120224.00	11037.00	766.00	4626.00	0	0	158209.00	4222.00	117392.00	0	0	0	27135.00	0	5796.00	9396.00	3713.00	0	5123.00	790.00	14407.00	156116.00	6791.00	38065.00	0	14208.00	70721.00	388768.00	22740.00	256654.00	0	978.00	41015.00	153312.00	2086.00	2689.00	14103.00	929.00	6204.00	7207.00	1094272.00	0	964.00	72609.00	0	0	2215.00	571.00	331743.00	596.00	8293.00	0	17793.00	3609.00	266345.00	9919.00	65440.00	33767.00	3055.00	281915.00	144467.00	0	17128.00	0	3831.00	5424.00	7684.00	0	1582.00	291.00	63645.00	158243.00	12042.00	18844.00	13716.00	18253.00	1501022.00	0	53287.00	2975.00	2706.00	10125.00	0	15753.00	26644.00	3995.00	122284.00	0	70001.00	0	1172088.00	0	713567.00	17992.00	10964.00	11842.00	8881.00	0	21484.00	0	5207.00	0	37632.00	0	5532.00	20682.00
421636	White wine type and source:Sauvignon Blanc, Lake County, CA 2001	19086.00	0	116442.00	9612.00	703.00	5360.00	0	0	133606.00	3632.00	114602.00	0	1486.00	0	25717.00	2689.00	0	9014.00	4826.00	0	16739.00	986.00	13206.00	174071.00	7159.00	52826.00	0	15366.00	58508.00	440078.00	24873.00	237244.00	0	1251.00	51229.00	184686.00	3816.00	3423.00	1015372.00	1397.00	7059.00	5091.00	934103.00	0	1717.00	58893.00	363.00	0	0	912.00	428421.00	1613.00	9633.00	6157.00	15947.00	3238.00	235105.00	9302.00	55845.00	41663.00	3292.00	253151.00	142124.00	0	184061.00	0	3597.00	12002.00	10042.00	0	1402.00	307.00	81758.00	149489.00	15444.00	14728.00	13833.00	15647.00	1345735.00	718.00	53623.00	3292.00	2652.00	9912.00	0	14217.00	27308.00	14983.00	157423.00	0	103311.00	0	1053307.00	0	667019.00	15267.00	10516.00	9795.00	29530.00	0	28032.00	0	0	45.00	32260.00	0	5576.00	20073.00
421640	White wine type and source:Sauvignon Blanc, Lake County, CA 2001	17380.00	3725.00	110316.00	10069.00	538.00	4677.00	0	0	114647.00	4822.00	112338.00	3773.00	1993.00	0	25680.00	0	8319.00	9488.00	15528.00	1063.00	17468.00	952.00	13211.00	174980.00	7911.00	49397.00	0	16694.00	62676.00	416103.00	23251.00	232562.00	0	1555.00	43349.00	204339.00	3827.00	4102.00	979261.00	989.00	6487.00	6427.00	1360349.00	0	1401.00	64532.00	0	3748.00	4077.00	731.00	424283.00	1583.00	9286.00	6858.00	15780.00	3554.00	204994.00	10240.00	53689.00	41104.00	3128.00	285604.00	128887.00	0	85784.00	6008.00	0	13328.00	10888.00	0	1307.00	975.00	65188.00	152194.00	22436.00	36088.00	14207.00	15237.00	1241637.00	0	53942.00	3255.00	3050.00	9001.00	0	14650.00	28495.00	16373.00	144913.00	399.00	165002.00	1057.00	917772.00	0	677237.00	15960.00	10666.00	8055.00	31075.00	0	28886.00	0	5212.00	0	30034.00	605.00	5776.00	19600.00
421644	White wine type and source:Sauvignon Blanc, Lake County, CA 2001	16172.00	0	114722.00	9509.00	890.00	4567.00	0	0	132589.00	5157.00	108959.00	3132.00	3035.00	0	24403.00	2530.00	0	7758.00	11166.00	17021.00	13126.00	6799.00	13915.00	170524.00	8634.00	53622.00	0	14797.00	62464.00	423238.00	70584.00	230217.00	0	0	46963.00	174701.00	3510.00	3876.00	0	1447.00	7857.00	7881.00	1033695.00	0	2688.00	65039.00	0	3257.00	2996.00	716.00	427973.00	4686.00	8750.00	4019.00	16966.00	3232.00	235343.00	12845.00	0	37905.00	36028.00	290591.00	111993.00	0	93024.00	0	0	0	9782.00	0	682.00	925.00	68287.00	147467.00	22343.00	30975.00	13160.00	14094.00	1202820.00	0	169008.00	3104.00	2330.00	12909.00	0	18074.00	27882.00	10189.00	158547.00	0	183373.00	0	1013263.00	0	664922.00	22643.00	10623.00	8397.00	22517.00	0	29356.00	0	0	0	37762.00	0	5353.00	19513.00
421674	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB03)	13350.00	5615.00	134698.00	5169.00	636.00	2832.00	3221.00	12961.00	402057.00	2686.00	170848.00	4728.00	2542.00	11349.00	22979.00	4415.00	10153.00	10249.00	1424.00	1167.00	35053.00	669.00	39929.00	240760.00	16584.00	57460.00	13428.00	13772.00	110972.00	180795.00	22875.00	592946.00	3435.00	2162.00	45002.00	292672.00	4606.00	5011.00	202129.00	3592.00	19575.00	5459.00	802264.00	15636.00	2663.00	87065.00	256.00	2149.00	3780.00	742.00	506542.00	1309.00	10376.00	3283.00	7872.00	5716.00	181080.00	10497.00	30241.00	16833.00	5700.00	523770.00	116445.00	31074.00	80778.00	17155.00	2512.00	15211.00	14918.00	677.00	2465.00	110.00	125708.00	240377.00	15298.00	17919.00	11184.00	10428.00	1380188.00	1297.00	36704.00	5768.00	4775.00	8836.00	969.00	14870.00	63422.00	28677.00	146580.00	996.00	84262.00	1322.00	781609.00	2718.00	694342.00	21784.00	26041.00	7463.00	64963.00	1396.00	34885.00	11700.00	4566.00	186.00	31433.00	862.00	4047.00	21774.00
421678	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB03)	12405.00	4700.00	118494.00	4829.00	981.00	2412.00	2294.00	12327.00	399047.00	2017.00	174720.00	4113.00	1963.00	9637.00	19824.00	3833.00	16180.00	8805.00	1482.00	1576.00	23733.00	1049.00	35037.00	208906.00	18658.00	51504.00	197.00	11680.00	101987.00	166926.00	21828.00	563547.00	2519.00	2112.00	39294.00	324992.00	3215.00	5179.00	197750.00	3702.00	15370.00	5854.00	1358500.00	12002.00	2817.00	72143.00	173.00	2967.00	3895.00	696.00	467219.00	1004.00	9272.00	2294.00	7440.00	5208.00	195510.00	11611.00	30189.00	14455.00	5242.00	524831.00	93487.00	20365.00	48709.00	10643.00	2164.00	12844.00	13341.00	466.00	1726.00	458.00	92987.00	234358.00	18898.00	20821.00	11149.00	11973.00	1254275.00	1100.00	34091.00	4854.00	4127.00	7902.00	712.00	11795.00	50308.00	17684.00	138443.00	1007.00	97538.00	1218.00	800516.00	2312.00	567432.00	19810.00	24649.00	4938.00	45431.00	933.00	31657.00	11251.00	3915.00	157.00	30633.00	576.00	3495.00	20722.00
421682	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB03)	13792.00	2440.00	129406.00	4752.00	769.00	2479.00	3203.00	13104.00	376612.00	2474.00	185236.00	2055.00	2292.00	12620.00	20796.00	3845.00	5971.00	10249.00	1200.00	1336.00	28593.00	1053.00	37669.00	225442.00	14956.00	52602.00	5564.00	13091.00	95838.00	170555.00	23125.00	566823.00	2919.00	2200.00	43021.00	312792.00	3958.00	5172.00	201331.00	3861.00	21343.00	3302.00	1188530.00	16452.00	3020.00	76058.00	305.00	2935.00	4158.00	801.00	461007.00	1634.00	10395.00	2981.00	7412.00	5827.00	183279.00	9369.00	29840.00	16837.00	6373.00	444558.00	191847.00	26370.00	116936.00	15030.00	2210.00	13874.00	14050.00	806.00	1435.00	108.00	120712.00	241502.00	12537.00	12488.00	11045.00	14483.00	1304469.00	631.00	32707.00	5623.00	4691.00	7627.00	1025.00	14165.00	58271.00	23124.00	160599.00	490.00	67373.00	1281.00	668774.00	2849.00	678377.00	19487.00	24330.00	8665.00	58095.00	1229.00	35594.00	12446.00	5173.00	216.00	28551.00	703.00	3602.00	20605.00
421686	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB03)	13658.00	2113.00	125960.00	4884.00	366.00	2388.00	2645.00	13330.00	382427.00	2874.00	182617.00	3778.00	1824.00	11718.00	20510.00	3195.00	5589.00	9518.00	1241.00	1423.00	30651.00	803.00	37080.00	227789.00	16068.00	56360.00	5129.00	14256.00	107455.00	175258.00	22879.00	569135.00	3463.00	2476.00	45502.00	323899.00	4037.00	5078.00	201539.00	4480.00	20547.00	8217.00	1222162.00	16216.00	2831.00	71724.00	256.00	2964.00	3987.00	637.00	485362.00	1775.00	10433.00	3170.00	7438.00	5764.00	171449.00	8581.00	28789.00	17128.00	6167.00	486817.00	113815.00	31739.00	121210.00	15156.00	1988.00	14343.00	15159.00	719.00	1159.00	276.00	120589.00	234993.00	12084.00	12241.00	11742.00	15214.00	1283048.00	1808.00	33686.00	5227.00	4765.00	7512.00	1052.00	12880.00	56689.00	27166.00	145468.00	597.00	68964.00	1914.00	673187.00	2111.00	680897.00	19553.00	23315.00	3582.00	58236.00	1547.00	36251.00	12845.00	2749.00	201.00	28212.00	673.00	3865.00	20033.00
421690	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB03)	11822.00	3786.00	118580.00	4733.00	477.00	1839.00	2126.00	11080.00	406127.00	2126.00	166214.00	3519.00	2147.00	9281.00	19132.00	2051.00	9671.00	8571.00	942.00	1405.00	17869.00	444.00	34629.00	202400.00	12029.00	45159.00	6936.00	10975.00	95632.00	159107.00	21119.00	610778.00	1667.00	1923.00	30695.00	269933.00	3226.00	4017.00	183549.00	3374.00	16885.00	5277.00	1375358.00	11146.00	1910.00	77160.00	201.00	1009.00	3162.00	692.00	413227.00	1042.00	9237.00	1577.00	7661.00	5536.00	188730.00	9053.00	31042.00	13997.00	5101.00	516976.00	194865.00	17363.00	66381.00	7768.00	1577.00	12338.00	10942.00	528.00	1501.00	174.00	101923.00	227481.00	15583.00	15726.00	10448.00	14001.00	1380842.00	1294.00	33388.00	4356.00	3960.00	6746.00	362.00	11947.00	47969.00	13636.00	130719.00	816.00	83373.00	1622.00	810631.00	2107.00	618785.00	18028.00	23385.00	7092.00	36210.00	911.00	28364.00	9618.00	5181.00	161.00	30613.00	577.00	3672.00	19023.00
421694	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB03)	12337.00	2189.00	116021.00	4189.00	815.00	2296.00	739.00	10685.00	421006.00	1937.00	162659.00	4329.00	2467.00	12643.00	17993.00	2325.00	15055.00	8601.00	1181.00	4313.00	25509.00	1094.00	33074.00	188517.00	14019.00	47942.00	12909.00	11173.00	98363.00	155066.00	21958.00	547683.00	2529.00	2227.00	40769.00	324363.00	3350.00	4755.00	175693.00	4091.00	16816.00	6130.00	1356317.00	12159.00	3069.00	72641.00	259.00	3134.00	3743.00	786.00	443977.00	1192.00	9167.00	2219.00	9566.00	5275.00	225036.00	10734.00	29597.00	12934.00	5749.00	511494.00	72860.00	23689.00	87455.00	12617.00	2297.00	15284.00	12446.00	450.00	421.00	62.00	84993.00	198071.00	9267.00	17862.00	9737.00	11547.00	1312285.00	1359.00	37311.00	4291.00	4719.00	7459.00	613.00	15509.00	48001.00	18978.00	135033.00	858.00	98098.00	1364.00	860630.00	4727.00	632244.00	17816.00	22555.00	6310.00	50056.00	1036.00	30538.00	9628.00	5975.00	124.00	35749.00	722.00	3298.00	18352.00
421699	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB04)	11808.00	2300.00	156747.00	3194.00	692.00	1653.00	3066.00	8630.00	188236.00	1297.00	37253.00	1627.00	2405.00	11139.00	26906.00	4105.00	5424.00	8682.00	2841.00	2008.00	52125.00	876.00	22834.00	159437.00	1637.00	38607.00	1681.00	11769.00	132614.00	116151.00	17520.00	346904.00	3140.00	812.00	24156.00	95142.00	3327.00	633.00	184298.00	5775.00	12466.00	2774.00	2330845.00	11542.00	841.00	95833.00	766.00	2183.00	3099.00	928.00	425341.00	1015.00	7596.00	5104.00	14551.00	3258.00	126996.00	6236.00	70185.00	44635.00	4200.00	396364.00	141866.00	31919.00	209164.00	3210.00	4925.00	8986.00	14392.00	484.00	948.00	433.00	11142.00	159982.00	20232.00	13754.00	20017.00	6928.00	1015391.00	1644.00	33578.00	6418.00	1596.00	8986.00	764.00	13413.00	51111.00	25366.00	102554.00	1007.00	112136.00	2397.00	837617.00	1675.00	928512.00	20353.00	8249.00	11772.00	74402.00	434.00	28455.00	2943.00	3355.00	185.00	37312.00	756.00	3357.00	18031.00
421703	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB04)	13876.00	3967.00	226876.00	4854.00	799.00	2735.00	3781.00	20657.00	211570.00	4145.00	52902.00	3921.00	3772.00	11251.00	28017.00	5076.00	8836.00	11311.00	16467.00	1873.00	77717.00	1808.00	35383.00	215056.00	2078.00	48504.00	111.00	15691.00	187030.00	149998.00	25072.00	445544.00	5118.00	1186.00	39135.00	124531.00	4912.00	500.00	232286.00	9922.00	14613.00	7335.00	1143679.00	15252.00	1552.00	130066.00	1296.00	5067.00	5081.00	1342.00	506668.00	1598.00	10613.00	8439.00	15057.00	4667.00	146027.00	11540.00	61216.00	61017.00	5013.00	566953.00	183989.00	46595.00	247814.00	4951.00	3775.00	12981.00	20002.00	618.00	1188.00	980.00	8681.00	259839.00	31942.00	39157.00	21684.00	7514.00	624971.00	1887.00	42231.00	8629.00	2628.00	12579.00	973.00	14213.00	71311.00	37061.00	137067.00	1387.00	254182.00	3495.00	1025412.00	651.00	601479.00	26008.00	12702.00	15531.00	107371.00	1042.00	41792.00	42597.00	4575.00	175.00	38519.00	1815.00	4370.00	26136.00
421707	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB04)	11266.00	4201.00	154048.00	3811.00	991.00	2047.00	3301.00	9317.00	194605.00	1672.00	37841.00	3201.00	2040.00	11134.00	29202.00	3721.00	7043.00	8790.00	1263.00	2008.00	54335.00	1372.00	23268.00	164140.00	1528.00	39599.00	3616.00	11870.00	128274.00	118238.00	17274.00	352440.00	3345.00	903.00	26464.00	106199.00	3685.00	537.00	187226.00	1992.00	11666.00	4460.00	2417801.00	11150.00	2758.00	92771.00	713.00	2681.00	3864.00	1068.00	439063.00	927.00	7607.00	5837.00	15162.00	3939.00	179880.00	11088.00	71457.00	49095.00	3909.00	373182.00	70054.00	35321.00	214921.00	3555.00	4723.00	11717.00	15750.00	520.00	1405.00	532.00	16553.00	164204.00	18405.00	18413.00	18479.00	6201.00	1071101.00	1493.00	33193.00	6556.00	2217.00	9315.00	889.00	14671.00	53297.00	27962.00	102194.00	992.00	106812.00	1571.00	771293.00	1314.00	790641.00	18560.00	9296.00	12663.00	84266.00	688.00	31468.00	10399.00	4345.00	193.00	38326.00	1036.00	3287.00	20340.00
421711	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB04)	9157.00	2604.00	184436.00	4231.00	1300.00	2467.00	4576.00	15450.00	209953.00	3005.00	44608.00	2353.00	2451.00	10740.00	37836.00	1852.00	10943.00	11287.00	21240.00	1609.00	35627.00	1034.00	30176.00	176586.00	2027.00	39187.00	1551.00	12697.00	165454.00	122406.00	21120.00	394176.00	1807.00	971.00	26665.00	104684.00	3203.00	385.00	188042.00	15132.00	12551.00	13480.00	1351390.00	9876.00	1244.00	126928.00	867.00	2066.00	4370.00	598.00	404998.00	797.00	9461.00	2974.00	20841.00	3992.00	155627.00	11618.00	99234.00	52005.00	4370.00	476974.00	178139.00	20886.00	259630.00	1945.00	5410.00	8258.00	14607.00	453.00	1910.00	463.00	19345.00	223397.00	17327.00	117521.00	24311.00	8641.00	1428707.00	1447.00	35813.00	7585.00	2375.00	10260.00	656.00	20952.00	63580.00	14911.00	94728.00	1146.00	112016.00	3564.00	1108748.00	581.00	491550.00	24995.00	10874.00	9891.00	48748.00	605.00	33229.00	28170.00	4315.00	285.00	47954.00	1427.00	3521.00	22125.00
421715	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB04)	12687.00	3599.00	194821.00	4261.00	657.00	2617.00	3702.00	17901.00	206723.00	2983.00	46599.00	3850.00	3766.00	9775.00	26834.00	4336.00	7151.00	12519.00	13809.00	1615.00	63413.00	1549.00	32285.00	203011.00	1815.00	45756.00	712.00	13153.00	182543.00	139453.00	21195.00	406880.00	4247.00	1206.00	28911.00	116279.00	3281.00	391.00	211886.00	2144.00	13984.00	2004.00	1123438.00	14127.00	1122.00	121957.00	986.00	5290.00	4636.00	967.00	454520.00	1406.00	8861.00	6819.00	16480.00	4226.00	130363.00	11911.00	73169.00	60174.00	4474.00	510705.00	174914.00	41297.00	203993.00	4010.00	3774.00	11439.00	17164.00	557.00	1315.00	1323.00	8119.00	239235.00	27105.00	34802.00	22059.00	7485.00	800997.00	2194.00	38372.00	7525.00	2547.00	10617.00	880.00	14513.00	60848.00	32185.00	96819.00	1319.00	231442.00	1307.00	1115838.00	2430.00	998031.00	25210.00	11521.00	12298.00	94849.00	836.00	37221.00	37827.00	4887.00	99.00	39710.00	1311.00	3826.00	21601.00
421719	White wine type and source:Sauvignon Blanc, Napa, CA 2004 (SB04)	5059.00	2285.00	176443.00	4239.00	780.00	2866.00	3926.00	10807.00	243719.00	1708.00	47016.00	2168.00	2855.00	13771.00	32129.00	2704.00	6266.00	9242.00	3675.00	1918.00	47705.00	1245.00	24750.00	194169.00	2044.00	45768.00	3082.00	13946.00	168593.00	142744.00	21205.00	411928.00	2745.00	709.00	28890.00	110133.00	3491.00	682.00	215860.00	3461.00	13586.00	4415.00	787758.00	12566.00	1830.00	107469.00	825.00	3974.00	3648.00	1172.00	524479.00	898.00	9117.00	5344.00	17650.00	4042.00	180335.00	9715.00	83642.00	57715.00	4590.00	463559.00	161638.00	30835.00	303349.00	3245.00	6298.00	13726.00	16800.00	454.00	900.00	315.00	18331.00	194928.00	15092.00	15439.00	23062.00	7067.00	1245579.00	1510.00	37629.00	8239.00	2119.00	11099.00	998.00	16715.00	66040.00	23592.00	115287.00	1675.00	115704.00	2130.00	924057.00	2853.00	1207510.00	21923.00	9782.00	11820.00	70865.00	774.00	35739.00	10671.00	3838.00	205.00	42961.00	1314.00	3752.00	23715.00
421474	White wine type and source:Viognier, Dunnigan Hills, CA 2004	21306.00	2532.00	121483.00	6570.00	748.00	3388.00	2487.00	8789.00	206641.00	2877.00	74791.00	9132.00	2651.00	12706.00	26457.00	2990.00	8853.00	11053.00	7142.00	1129.00	29778.00	440.00	23567.00	182849.00	21743.00	107768.00	6051.00	10560.00	163955.00	119370.00	15347.00	427896.00	7229.00	2087.00	32356.00	85862.00	4640.00	5350.00	258006.00	1055.00	10646.00	9844.00	575663.00	17867.00	3700.00	85016.00	1057.00	3715.00	2590.00	229.00	590853.00	31491.00	8908.00	7603.00	23816.00	10925.00	231523.00	30704.00	72004.00	46782.00	7286.00	371662.00	103382.00	13110.00	172239.00	36830.00	5204.00	27240.00	10254.00	694.00	547.00	309.00	132279.00	130451.00	13588.00	33330.00	16205.00	14677.00	2322096.00	4816.00	39469.00	4972.00	5056.00	6420.00	964.00	19634.00	10361.00	18936.00	229949.00	2501.00	96462.00	1124.00	891198.00	4462.00	450379.00	28089.00	17256.00	13392.00	8672.00	3630.00	35717.00	12905.00	12456.00	188.00	40278.00	821.00	5912.00	27398.00
421478	White wine type and source:Viognier, Dunnigan Hills, CA 2004	9893.00	3347.00	125207.00	6900.00	439.00	3418.00	6556.00	8435.00	168613.00	2789.00	82594.00	10297.00	2045.00	10726.00	26688.00	3335.00	9173.00	11311.00	1684.00	1055.00	3980.00	449.00	23735.00	189778.00	15511.00	113862.00	3409.00	10513.00	170796.00	115383.00	15834.00	452524.00	8330.00	2117.00	35450.00	100057.00	5408.00	6430.00	259300.00	3636.00	10101.00	8056.00	977508.00	5141.00	2764.00	85524.00	1086.00	2984.00	2713.00	174.00	405303.00	29177.00	9839.00	8528.00	21118.00	10843.00	191288.00	31924.00	68966.00	47054.00	7706.00	362611.00	140453.00	13329.00	146233.00	38038.00	5121.00	25739.00	11115.00	677.00	865.00	199.00	146901.00	139585.00	10845.00	13906.00	16342.00	14096.00	2141317.00	5000.00	43769.00	5201.00	5576.00	6287.00	846.00	18233.00	11186.00	22052.00	221516.00	2362.00	51954.00	1612.00	952696.00	4887.00	471218.00	28547.00	18539.00	12300.00	8309.00	3730.00	37511.00	11990.00	14406.00	155.00	36145.00	908.00	5951.00	26375.00
421482	White wine type and source:Viognier, Dunnigan Hills, CA 2004	23393.00	3552.00	120217.00	6936.00	909.00	3391.00	5911.00	8418.00	182029.00	3499.00	82157.00	9513.00	2120.00	11213.00	27852.00	3719.00	6522.00	10728.00	1769.00	1111.00	3267.00	445.00	24822.00	198839.00	13358.00	115069.00	289.00	11278.00	145139.00	119472.00	14775.00	425162.00	9476.00	2189.00	30238.00	95395.00	4614.00	6768.00	265173.00	1098.00	9630.00	7437.00	533105.00	5381.00	3570.00	87892.00	1168.00	3024.00	3136.00	208.00	597426.00	33545.00	10325.00	9287.00	22430.00	11665.00	209484.00	10435.00	72322.00	46247.00	7742.00	377973.00	128163.00	13376.00	173271.00	44190.00	5903.00	28522.00	11316.00	1236.00	876.00	149.00	119834.00	141398.00	12321.00	18122.00	16956.00	14099.00	2210242.00	5526.00	39167.00	5379.00	5524.00	6382.00	1071.00	16128.00	11279.00	22065.00	230700.00	2561.00	69054.00	1913.00	1031113.00	4829.00	505799.00	29482.00	18285.00	15411.00	7337.00	3971.00	36512.00	12669.00	15254.00	142.00	37561.00	1102.00	6365.00	28070.00
